Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
pacman-system3,pacman_infd,ElementsTest,testEatingPelletAndCherry,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ElementsTest,testEatingPelletAndCherry,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,ElementsTest,testEatingPelletAndCherry,Magic Number,The method contains a magic number: 4
pacman-system3,pacman_infd,ElementsTest,testEatingSuperPellet,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ElementsTest,testEatingSuperPellet,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTrapElement,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTrapElement,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTeleporter,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTeleporter,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,ExtentionTest,testTeleporter,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,ExtentionTest,testTeleporter,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTeleporter,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,ExtentionTest,testTeleporter,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,ExtentionTest,testBridge,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testGrenade,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testGrenade,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testGrenade,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testPepper,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTomato,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTomato,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testTomato,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testRedBean,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testRedBean,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testRedBean,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testPotato,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testPotato,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testPotato,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,ExtentionTest,testFishElement,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval1,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval1,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval2,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval2,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval3,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval3,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval3,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval4,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval5,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval5,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval5,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval5,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 3
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval6,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval7,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval7,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval8,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval8,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval8,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval9,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval9,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval9,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval9,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval9,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval9,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 26
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,GamWorldTest,testSpawnPortalGeval10,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 100
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 100
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 100
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 100
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 100
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestGeval1,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Long Statement,The length of the statement "assert (strategy.giveNextCell(gameWorld.getCellMap()[1][0]) == gameWorld.getCellMap()[1][0].getNeighbor(Direction.DOWN));" is 121.
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Long Statement,The length of the statement "assert (fleeStrategy.giveNextCell(gameWorld.getCellMap()[2][0]) == gameWorld.getCellMap()[2][0].getNeighbor(Direction.UP));" is 123.
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Long Statement,The length of the statement "assert (chasePacmanStrategy.giveNextCell(gameWorld.getCellMap()[2][0]) == gameWorld.getCellMap()[2][0].getNeighbor(Direction.DOWN));" is 132.
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd,PathFinderTest,pathFinderTestDifferentStrategies,Magic Number,The method contains a magic number: 2
pacman-system3,pacman_infd.Strategies,FleeStrategy,giveNextCell,Complex Conditional,The conditional expression !cell.hasWall() && !cell.equals(towardsPacman) && !cell.equals(previousCell) is complex.
pacman-system3,pacman_infd.Strategies,PathFinder,addCellChildInQueue,Complex Conditional,The conditional expression !cellChild.hasWall() && !visitedCells.contains(cellChild) && !queue.contains(cellChild) is complex.
