Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PepperPellet,setPlayerSpeedModifier,4,2,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PepperPellet,onEat,7,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,TomatoPellet,TomatoPellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,TomatoPellet,onEat,6,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,SpecialPellet,SpecialPellet,4,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,SpecialPellet,setNewStatePlayer,4,1,3
pacman-system1,nl.tudelft.jpacman.level.specialpellet,SpecialPellet,scheduleEffectDuration,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,SpecialPellet,scheduleEffectDuration,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,SpecialPellet,StopEffect,4,1,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,SpecialPellet,run,3,1,0
pacman-system1,nl.tudelft.jpacman.level.specialpellet,StopEffect,StopEffect,4,1,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,StopEffect,run,3,1,0
pacman-system1,nl.tudelft.jpacman.level.specialpellet,FishPellet,FishPellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,FishPellet,getDuration,10,4,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,FishPellet,onEat,7,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,FishPellet,StopFishEffect,3,1,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,FishPellet,run,4,1,0
pacman-system1,nl.tudelft.jpacman.level.specialpellet,StopFishEffect,StopFishEffect,3,1,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,StopFishEffect,run,4,1,0
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,PotatoPellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,increaseGhostsSpeed,5,2,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,resetGhostsSpeed,5,2,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,getDuration,3,1,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,onEat,7,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,StopPotatoEffect,4,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PotatoPellet,run,4,1,0
pacman-system1,nl.tudelft.jpacman.level.specialpellet,StopPotatoEffect,StopPotatoEffect,4,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,StopPotatoEffect,run,4,1,0
pacman-system1,nl.tudelft.jpacman.level.specialpellet,GrenadePellet,GrenadePellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,GrenadePellet,getGhostsInRange,10,3,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,GrenadePellet,killGhosts,5,2,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,GrenadePellet,onEat,4,1,2
pacman-system1,nl.tudelft.jpacman.npc,Ghost,nextMove,6,2,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,nextAiMove,0,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,Ghost,8,1,3
pacman-system1,nl.tudelft.jpacman.npc,Ghost,getSprite,8,2,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,setSpeedMultiplier,4,2,1
pacman-system1,nl.tudelft.jpacman.npc,Ghost,resetSpeedMultiplier,3,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,getSpeedMultiplier,3,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,getInterval,5,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,randomMove,14,4,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,isScared,3,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,setScared,4,1,1
pacman-system1,nl.tudelft.jpacman.npc,Ghost,respawn,4,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Blinky,Blinky,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Blinky,nextAiMove,14,3,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Clyde,Clyde,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Clyde,nextAiMove,18,4,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,GhostFactory,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createBlinky,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createPinky,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createInky,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createClyde,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Inky,Inky,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Inky,nextAiMove,20,4,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Inky,followPath,7,2,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,Navigation,2,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,shortestPath,18,4,3
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,addNewTargets,8,3,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,findNearest,21,5,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,findUnitInBoard,11,4,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,findUnit,9,3,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,Node,5,1,3
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getDirection,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getParent,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getPath,8,2,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,AssessTargets,7,1,5
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,Node,5,1,3
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getDirection,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getParent,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getPath,8,2,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,AssessTargets,AssessTargets,7,1,5
pacman-system1,nl.tudelft.jpacman.npc.ghost,Pinky,Pinky,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Pinky,nextAiMove,14,3,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,setUp,4,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testShortestPathEmpty,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNoShortestPath,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNoTraveller,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testSimplePath,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testCornerPath,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNearestUnit,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNoNearestUnit,6,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testFullSizedLevel,8,1,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,AnimatedSprite,3,1,3
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,AnimatedSprite,9,1,4
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,currentSprite,8,2,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,setAnimating,3,1,1
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,restart,5,1,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,draw,4,1,5
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,split,4,1,4
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,update,18,5,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,getWidth,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,getHeight,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,draw,2,1,5
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,split,3,1,4
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,getWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,getHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,ImageSprite,3,1,1
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,draw,3,1,5
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,split,8,2,4
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,withinImage,3,1,2
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,newImage,4,1,2
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,getWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,getHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanPepperSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanTomatoSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanFishSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanPotatoSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanBeanSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacManDeathAnimation,7,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,directionSprite,11,2,2
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getGhostSprite,4,1,1
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getGhostSprite,4,1,1
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getWallSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getGroundSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPowerPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getTrapBoxSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getTeleporterBox,3,1,1
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getBridgeBox,4,2,1
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getGrenadePelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPepperPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getTomatoPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getBeanPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPotatoPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getFishPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,loadSprite,8,1,1
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,draw,0,1,5
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,split,0,1,4
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,getWidth,0,1,0
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,getHeight,0,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,SpriteStore,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,loadSprite,8,2,1
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,loadSpriteFromResource,9,2,1
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,createAnimatedSprite,10,2,4
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,setUp,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,spriteWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,spriteHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,resourceMissing,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,animationWidth,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,animationHeight,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,splitWidth,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,splitHeight,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,splitOutOfBounds,4,1,0
pacman-system1,nl.tudelft.jpacman.ui,Action,doAction,0,1,0
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,BoardPanel,11,1,1
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,paint,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,render,14,3,3
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,render,7,2,6
pacman-system1,nl.tudelft.jpacman.ui,ButtonPanel,ButtonPanel,14,2,2
pacman-system1,nl.tudelft.jpacman.ui,LevelStatsPanel,LevelStatsPanel,17,2,1
pacman-system1,nl.tudelft.jpacman.ui,LevelStatsPanel,actionPerformed,6,2,1
pacman-system1,nl.tudelft.jpacman.ui,LevelStatsPanel,getLevelTime,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,PacKeyListener,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,keyPressed,7,2,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,keyTyped,2,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,keyReleased,2,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUI,PacManUI,26,2,4
pacman-system1,nl.tudelft.jpacman.ui,PacManUI,start,5,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUI,nextFrame,4,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,PacManUiBuilder,5,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,build,8,2,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addStopButton,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addStartButton,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addKey,6,1,2
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addButton,7,1,2
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,withDefaultButtons,6,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,withScoreFormatter,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,PlayerController,6,1,2
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,setDirection,3,1,1
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,startMoving,4,1,0
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,stopMoving,3,1,0
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,nextStep,3,1,0
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,getNextStepTime,3,1,0
pacman-system1,nl.tudelft.jpacman.ui,PlayerController,run,8,3,0
pacman-system1,nl.tudelft.jpacman.ui,PlayerTaskMovement,run,8,3,0
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,ScorePanel,16,3,1
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,getLifeLeftLabelText,3,1,1
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,refresh,13,3,0
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,format,0,1,1
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,setScoreFormatter,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,ScoreFormatter,format,0,1,1
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,getGame,3,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,theUserHasLaunchedTheJPacmanGUI,4,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,theUserPressesStart,3,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,theGameShouldStart,3,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,tearDownUI,3,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,before,3,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,after,3,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,gameIsRunning,5,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,getGame,3,1,0
